FlatSize,Speed,Repeat,RMS,Peak,CrestFactor,Kurtosis,Skewness,ShapeFactor,ImpulseFactor,SpectralEntropy,BandEnergy_0_200Hz,BandEnergy_200_1000Hz,BandEnergy_1000_3000Hz,FFT_PeakFreq,STFT_SpectralEntropy,CWT_SpectralEntropy
35,5,0,76.25347090718036,1970.9948366039773,25.84793601071843,238.7876987514035,13.458648790844773,4.334597767173467,112.04040571810275,6.222305643056748,0.492811653597902,0.49045738243448106,0.016730963967617054,80.0,4.3529189539386755,4.873624301005577
35,5,1,72.86596799751659,2058.0193379766743,28.24390308033533,289.07504647648597,14.592273870289722,4.21930281000742,119.16957963243607,6.454052783693138,0.43700332887547244,0.53308921365255,0.029907457471977542,81.66666666666667,4.5528616523912095,4.930267211703626
35,5,2,65.88745257015734,1975.4363519167493,29.98198101244381,352.239697295277,15.792266947926493,3.8181546188022115,114.47583928350254,6.398775111224337,0.5367158294114721,0.3922789095103896,0.07100526107813843,26.666666666666668,4.698059108368165,4.995137281245778
35,5,3,54.1343984818298,1421.4803357888998,26.258356528446868,188.36394010249947,11.333218963755538,3.2915337061552403,86.43026558162437,6.549434941879988,0.4753001881408246,0.4547473878032123,0.06995242405596329,55.0,4.5997181065487736,4.861584893688155
35,5,4,77.62557254646481,1851.6376840933476,23.853449621708126,251.31283434941653,14.947816097650946,4.95443032705175,118.18025421059181,6.025918295343774,0.6124895672445778,0.36274119400858346,0.024769238746838698,26.666666666666668,4.20343542869823,4.7401443517135675
35,5,5,85.2781257991044,2249.675868582546,26.380456271779046,281.45198483498007,14.92522806510712,4.934095731852941,130.16369669491814,6.520374133675509,0.41597060284620746,0.5429524076222211,0.041076989531571566,23.333333333333336,4.703402595351956,4.9978850663125325
35,5,6,82.22183605604481,2052.7038722708,24.965434618507143,252.31441915256048,14.010957998825278,4.5079962195741645,112.54408488025618,6.547674156527182,0.41113943429744354,0.5512902236859879,0.03757034201656846,201.66666666666669,4.624788083480779,5.022103879235898
35,5,7,60.063388717887264,1738.0050172813294,28.936179832353353,266.25541705645935,13.613758700367118,3.645244319520178,105.4794451625004,6.258993854256165,0.5242272315610167,0.44312499847818865,0.03264776996079455,135.0,4.4141144071035185,4.858911476167293
35,5,8,50.00148905343538,1426.6294459220826,28.53173921275581,225.25931388539752,12.025635168144419,3.110459469108984,88.74681840446442,6.563737726826235,0.4872586354768638,0.4407709061715418,0.07197045835159446,76.66666666666667,4.686953770490469,4.870007328499572
35,5,9,43.67167820136167,1272.7410364992543,29.143396565409994,231.93922749369202,12.107798475632814,2.9925448639282894,87.21292170924303,6.411223385476967,0.526216819246256,0.4085709614849514,0.06521221926879246,46.66666666666667,4.611376138512284,4.84988150937566
35,5,10,53.95738106042378,1523.8372859669669,28.241498308832092,245.2333978127286,12.944152380473833,3.4183673898718694,96.53981686003317,6.535862812482984,0.4745746411526899,0.467664455101881,0.05776090374542914,131.66666666666669,4.578149588201227,4.897990061596108
35,5,11,53.713351335158315,1574.0994437658937,29.305552616590504,256.49140752431754,13.155136903231076,3.6154660640113208,105.95323097238112,6.437133741445201,0.4885801219922408,0.4599849939396408,0.05143488406811831,116.66666666666667,4.563777113521255,4.867859036092128
35,5,12,53.13545351539866,1479.3487957355374,27.841087218853264,223.5325726756211,12.323762201379818,3.3195385184681547,92.41956141901484,6.2617135780923885,0.5320874253866847,0.42843062238901825,0.039481952224296964,80.0,4.34961869098878,4.7923497099713
35,5,13,34.96480504452642,750.0488335723996,21.451537699616498,135.52954212766252,9.506060368627754,2.5694062776569875,55.117715630790165,6.68182785913346,0.5041910650648921,0.38757540186768913,0.10823353306741883,88.33333333333334,4.913288236086511,4.862368794742846
35,5,14,74.48235599766302,1733.874646886404,23.278998410587423,232.54754795488805,14.353681989872136,4.756167634767019,110.71881881022878,5.93721992584756,0.6495610280995228,0.32422897847850735,0.026209993421969897,26.666666666666668,4.1090280815916005,4.688369016336113
35,5,15,72.21511526651504,1972.662392040531,27.316475017179982,261.6537147494686,13.902739949176095,4.175299506814096,114.05446466713116,6.360320601729776,0.46577244100959936,0.5085118561242331,0.02571570286616761,51.66666666666667,4.444985954092037,4.889936268054283
35,5,16,94.30260998850957,2083.852379070978,22.097504823301154,262.3959979574963,14.511643024784616,5.028889297620652,111.1259055100199,6.558425985479019,0.36368819755382453,0.6065160225155976,0.029795779930577825,148.33333333333334,4.591110146218603,5.021817114313389
